660,IDF,-8.654
661,WFM,-8.653
662,IVY,-8.649
663,FRP,-8.648
664,WRP,-8.647
665,IYI,-8.647
666,KQF,-8.647
667,FGM,-8.647
668,WMG,-8.646
669,HPW,-8.646
670,LLH,-8.645
671,YMP,-8.643
672,GWY,-8.641
673,YIN,-8.64
674,FHH,-8.637
675,FNK,-8.636
676,FPQ,-8.635
677,TCF,-8.634
678,LKH,-8.634
679,WWE,-8.633
680,SYH,-8.633
681,PWR,-8.63
682,MRP,-8.63
683,FTH,-8.628
684,WIL,-8.628
685,KDY,-8.627
686,LMH,-8.624
687,ISY,-8.624
688,WAQ,-8.623
689,SKF,-8.622
690,SHH,-8.619
691,WIS,-8.615
692,SMY,-8.614
693,HYN,-8.614
694,PWH,-8.608
695,WRK,-8.606
696,PWK,-8.605
697,IFV,-8.605
698,SVY,-8.604
699,YMV,-8.6
700,PWQ,-8.599
701,AMY,-8.599
702,YIV,-8.596
703,LGY,-8.596
704,IWI,-8.596
705,YGW,-8.594
706,EAF,-8.593
707,FTP,-8.593
708,LTW,-8.593
709,HNY,-8.593
710,HKI,-8.593
711,ITF,-8.592
712,FSP,-8.592
713,FCH,-8.592
714,NDW,-8.592
715,WVT,-8.591
716,QTY,-8.59
717,WWL,-8.59
718,KTF,-8.589
719,WCE,-8.589
720,VCY,-8.588
721,WTT,-8.586
722,LQV,-8.585
723,LIH,-8.585
724,YIT,-8.582
725,MVM,-8.582
726,ILV,-8.582
727,YWN,-8.58
728,FNV,-8.576
729,FSY,-8.574
730,WSM,-8.573
731,YWT,-8.57
732,VAY,-8.569
733,LEW,-8.569
734,YTK,-8.567
735,EWH,-8.566
736,VMM,-8.566
737,DKY,-8.565
738,FYL,-8.564
739,LWH,-8.564
740,WRQ,-8.563
741,HWG,-8.563
742,FHY,-8.561
743,WTH,-8.56
744,IFW,-8.559
745,TTF,-8.558
746,QGF,-8.557
747,IFS,-8.556
748,NWA,-8.555
749,THM,-8.554
750,QTF,-8.554
751,GSW,-8.554
752,FLQ,-8.554
753,WQK,-8.554
754,WER,-8.554
755,WCV,-8.553
756,NFF,-8.552
757,AEF,-8.552
758,FPF,-8.551
759,WTI,-8.55
760,WNT,-8.548
761,RKI,-8.547
762,FRW,-8.546
763,NWP,-8.546
764,NMF,-8.545
765,YVV,-8.543
766,WEK,-8.543
767,LKP,-8.543
768,ICY,-8.542
769,HWM,-8.541
770,YWH,-8.541
771,WPW,-8.541
772,YRQ,-8.541
773,PDF,-8.54
774,WQV,-8.539
775,WRA,-8.539
776,ALY,-8.538
777,WVL,-8.537
778,THH,-8.537
779,DSW,-8.537
780,CHH,-8.536
781,YRA,-8.536
782,RHH,-8.536
783,HMH,-8.533
784,RYF,-8.53
785,FKA,-8.529
786,RQF,-8.528
787,LAH,-8.526
788,PGW,-8.525
789,WMK,-8.525
790,LNH,-8.524
791,FTM,-8.524
792,WYR,-8.523
793,YHH,-8.523
794,IVQ,-8.523
795,RTY,-8.522
796,LFF,-8.521
797,MRV,-8.521
798,WLH,-8.52
799,DVY,-8.52
800,WYE,-8.52
801,HKL,-8.519
802,WFK,-8.517
803,WCI,-8.517
804,LFA,-8.516
805,HYL,-8.516
806,CFF,-8.516
807,KAY,-8.516
808,HRL,-8.515
809,YVR,-8.512
810,YSH,-8.511
811,KWY,-8.51
812,YNV,-8.51
813,DCF,-8.51
814,HMF,-8.51
815,CFH,-8.508
816,YAH,-8.508
817,VEY,-8.506
818,YTH,-8.503
819,YWQ,-8.5
820,YEM,-8.499
821,MFY,-8.497
822,WSI,-8.495
823,YYT,-8.495
824,HRP,-8.494
825,NYV,-8.494
826,VYV,-8.492
827,PLH,-8.49
828,AVF,-8.49
829,YAV,-8.489
830,IEY,-8.489
831,VNM,-8.489
832,VYW,-8.488
833,MGF,-8.486
834,WKA,-8.485
835,IWC,-8.485
836,DSF,-8.485
837,WIM,-8.485
838,TLF,-8.483
839,HIH,-8.483
840,HII,-8.482
841,LVM,-8.481
842,NNF,-8.48
843,SIY,-8.479
844,IWT,-8.478
845,FFM,-8.477
846,QMF,-8.477
847,GYY,-8.477
848,QDF,-8.477
849,LYS,-8.476
850,MFL,-8.475
851,PHW,-8.473
852,AQY,-8.473
853,WAV,-8.473
854,TQF,-8.472
855,KVM,-8.471
856,NWY,-8.471
857,KVY,-8.47
858,FSQ,-8.469
859,WQC,-8.469
860,SWN,-8.469
861,MHQ,-8.468
862,RYK,-8.467
863,VTF,-8.467
864,CYF,-8.466
865,HHM,-8.466
866,HIF,-8.466
867,WHP,-8.465
868,VWQ,-8.464
869,HYI,-8.464
870,SIF,-8.462
871,ILP,-8.461
872,PWT,-8.46
873,LII,-8.46
874,HHK,-8.459
875,KRP,-8.456
876,DWS,-8.456
877,YSV,-8.455
878,HCW,-8.454
879,KYS,-8.454
880,YAP,-8.454
881,CSY,-8.453
882,MWI,-8.452
883,PIH,-8.45
884,FFW,-8.45
885,LQP,-8.45
886,MDF,-8.45
887,PHL,-8.449
888,SWH,-8.448
889,LRN,-8.448
890,FSV,-8.448
891,HMM,-8.447
892,FAP,-8.445
893,NNP,-8.445
894,WHK,-8.443
895,RVW,-8.443
896,EGW,-8.443
897,FLK,-8.439
898,PAH,-8.438
899,WSK,-8.436
900,FIM,-8.434
901,KLV,-8.433
902,WEA,-8.433
903,MDY,-8.432
904,NRW,-8.432
905,WYD,-8.431
906,MFA,-8.43
907,IKH,-8.429
908,WRG,-8.428
909,VCW,-8.428
910,YMY,-8.427
911,SVF,-8.427
912,NFY,-8.426
913,TAF,-8.426
914,MII,-8.425
915,WEV,-8.425
916,EQW,-8.425
917,YHP,-8.425
918,GWV,-8.423
919,RDF,-8.421
920,WGT,-8.421
921,TVF,-8.421
922,FSL,-8.421
923,QFW,-8.417
924,RCP,-8.416
925,WRC,-8.415
926,PIM,-8.415
927,HWY,-8.414
928,PVH,-8.414
929,LHH,-8.413
930,WKY,-8.413
931,CYT,-8.413
932,WLS,-8.412
933,HKV,-8.412
934,HQH,-8.408
935,PII,-8.406
936,HHR,-8.406
937,LIK,-8.405
938,RYE,-8.405
939,WFE,-8.404
940,TSF,-8.404
941,FFI,-8.403
942,KLH,-8.402
943,TWG,-8.402
944,MNH,-8.401
945,WPI,-8.401
946,MWH,-8.4
947,YTP,-8.4
948,AYW,-8.4
949,YSI,-8.4
950,ITH,-8.398
951,SHY,-8.398
952,MIV,-8.396
953,WCN,-8.395
954,YNQ,-8.394
955,HGF,-8.394
956,WTV,-8.394
957,FTQ,-8.392
958,YKT,-8.392
959,TWS,-8.39
960,RII,-8.388
961,FRA,-8.388
962,PRF,-8.387
963,AMF,-8.386
964,AGW,-8.385
965,WTP,-8.384
966,FMI,-8.384
967,GQF,-8.383
968,LCL,-8.382
969,FAH,-8.382
970,MQP,-8.382
971,GHW,-8.38
972,YWP,-8.38
973,DCY,-8.378
974,DQW,-8.378
975,FMV,-8.378
976,DTY,-8.377
977,YMN,-8.376
978,LIM,-8.375
979,DDY,-8.373
980,KMK,-8.372
981,DIW,-8.372
982,MMH,-8.372
983,WVS,-8.371
984,MML,-8.37
985,IWR,-8.37
986,IMF,-8.368
987,KMV,-8.367
988,FHQ,-8.367
989,NWM,-8.367
990,VIV,-8.366
991,KVL,-8.366
992,SEY,-8.365
993,FTL,-8.364
994,LNQ,-8.364
995,FQV,-8.364
996,KWD,-8.363
997,WLW,-8.363
998,EVW,-8.361
999,HMR,-8.361
1000,HIR,-8.361
1001,FYH,-8.36
1002,FKL,-8.359
1003,FIA,-8.359
1004,YRR,-8.358
1005,WTA,-8.358
1006,WPL,-8.357
1007,VIK,-8.356
1008,WKI,-8.355
1009,YWE,-8.355
1010,INH,-8.355
1011,TII,-8.354
1012,PMH,-8.353
1013,WLP,-8.353
1014,FWV,-8.353
1015,YVI,-8.351
1016,PYL,-8.351
1017,FSM,-8.351
1018,NWG,-8.35
1019,HFV,-8.349
1020,CAW,-8.349
1021,IYY,-8.348
1022,WQN,-8.348
1023,WVP,-8.343
1024,YCP,-8.343
1025,WVA,-8.343
1026,MKH,-8.342
1027,HNL,-8.342
1028,MIH,-8.342
1029,RNW,-8.342
1030,RWF,-8.341
1031,MWE,-8.34
1032,LHL,-8.339
1033,SIL,-8.338
1034,LYK,-8.338
1035,RPW,-8.338
1036,HFQ,-8.336
1037,RYQ,-8.336
1038,SFQ,-8.336
1039,MVV,-8.336
1040,YYW,-8.335
1041,PYM,-8.331
1042,RHL,-8.331
1043,WYI,-8.33
1044,NGW,-8.33
1045,FRQ,-8.329
1046,VIW,-8.329
1047,QIH,-8.329
1048,PLY,-8.329
1049,MMN,-8.328
1050,RCH,-8.327
1051,YYS,-8.326
1052,PYW,-8.325
1053,WFT,-8.324
1054,YYL,-8.324
1055,FGP,-8.324
1056,HYW,-8.324
1057,PAP,-8.323
1058,ATF,-8.322
1059,DTF,-8.322
1060,WAL,-8.321
1061,ADF,-8.321
1062,KFI,-8.321
1063,EVF,-8.321
1064,KII,-8.32
1065,WDE,-8.318
1066,WKQ,-8.317
1067,WAE,-8.315
1068,WVI,-8.315
1069,RLP,-8.314
1070,TGW,-8.314
1071,EIW,-8.314
1072,GVY,-8.313
1073,LSM,-8.312
1074,DWW,-8.311
1075,LNI,-8.311
1076,YFR,-8.31
1077,YQI,-8.31
1078,WAA,-8.309
1079,HRV,-8.308
1080,QNW,-8.307
1081,HDH,-8.307
1082,MVI,-8.306
1083,HVI,-8.306
1084,YAD,-8.305
1085,KFH,-8.305
1086,TWR,-8.305
1087,LIL,-8.305
1088,WWD,-8.302
1089,NVP,-8.301
1090,EKI,-8.299
1091,VIF,-8.298
1092,VYT,-8.297
1093,LTH,-8.296
1094,KTH,-8.296
1095,FYD,-8.296
1096,HWE,-8.296
1097,FAV,-8.295
1098,KIF,-8.295
1099,PMM,-8.295
1100,YCM,-8.295
1101,FTE,-8.295
1102,FWS,-8.295
1103,YCH,-8.294
1104,VTI,-8.292
1105,HIV,-8.292
1106,LKI,-8.292
1107,NKP,-8.291
1108,VHE,-8.291
1109,ESF,-8.291
1110,PFA,-8.29
1111,VFC,-8.289
1112,FVI,-8.289
1113,SFK,-8.288
1114,FWG,-8.288
1115,TIV,-8.286
1116,HRM,-8.286
1117,FCP,-8.286
1118,SHM,-8.285
1119,CGY,-8.285
1120,IFD,-8.284
1121,CQF,-8.284
1122,LHK,-8.284
1123,NHH,-8.284
1124,DYY,-8.282
1125,VYA,-8.282
1126,SQF,-8.28
1127,WQS,-8.279
1128,QWW,-8.278
1129,WIN,-8.278
1130,LLW,-8.277
1131,WPF,-8.277
1132,DWF,-8.277
1133,FWD,-8.274
1134,FRH,-8.274
1135,RRP,-8.273
1136,VWP,-8.272
1137,WWA,-8.272
1138,PKM,-8.271
1139,KTM,-8.271
1140,HKK,-8.271
1141,PYT,-8.271
1142,EYS,-8.271
1143,YWA,-8.269
1144,WNL,-8.269
1145,FVV,-8.267
1146,IWL,-8.267
1147,WSQ,-8.267
1148,IGH,-8.267
1149,VYN,-8.266
1150,YTL,-8.266
1151,EVY,-8.263
1152,VWC,-8.263
1153,VTW,-8.263
1154,HDM,-8.261
1155,PFH,-8.259
1156,RHQ,-8.259
1157,TMM,-8.258
1158,IFH,-8.258
1159,HFS,-8.258
1160,FGI,-8.257
1161,NYC,-8.257
1162,IQQ,-8.257
1163,HAM,-8.256
1164,CDF,-8.256
1165,WPD,-8.256
1166,TFI,-8.256
1167,YYV,-8.255
1168,FHW,-8.255
1169,HVP,-8.254
1170,AKF,-8.254
1171,CWC,-8.253
1172,WYS,-8.253
1173,PNM,-8.252
1174,HKQ,-8.252
1175,VFA,-8.251
1176,HDP,-8.251
1177,YGP,-8.251
1178,YDR,-8.248
1179,MEP,-8.248
1180,FQG,-8.247
1181,YHF,-8.247
1182,TDF,-8.246
1183,WAK,-8.244
1184,LVP,-8.244
1185,PVP,-8.242
1186,THI,-8.242
1187,EMF,-8.242
1188,YSM,-8.24
1189,AAF,-8.239
1190,VWD,-8.239
